Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
lorre,lorre.n.01,noun.person,n,United States actor (born in Hungary) noted for playing sinister roles (1904-1964),[],,,
loser,loser.n.01,noun.person,n,a contestant who loses the contest,[],,,N
loser,failure.n.04,noun.person,n,a person with a record of failing; someone who loses consistently,[],person,,N
loser,loser.n.03,noun.person,n,a gambler who loses a bet,[],,,N
lot,lot.n.07,noun.person,n,(Old Testament) nephew of Abraham; God destroyed Sodom and Gomorrah but chose to spare Lot and his family who were told to flee without looking back at the destruction,[],nephew,,M
lot's_wife,lot's_wife.n.01,noun.person,n,"(Old Testament) when God destroyed Sodom and Gomorrah, Lot and his family were told to flee without looking back; Lot's wife was disobedient and was immediately changed into a pillar of salt",[],,,
lotario_di_segni,innocent_iii.n.01,noun.person,n,Italian pope from 1198 to 1216 who instituted the Fourth Crusade and under whom papal intervention in European politics reached its height (1161-1216),[],,,N
lothario,lothario.n.01,noun.person,n,a successful womanizer; a man who behaves selfishly in his sexual relationships with women,[],,,M
lottery_winner,prize_winner.n.01,noun.person,n,the winner of a lottery,[],,,N
lotus-eater,lotus-eater.n.01,noun.person,n,someone indifferent to the busy world,['in the Odyssey Homer tells of lotus-eaters who live in dreamy indolence'],someone,,N
lou_gehrig,gehrig.n.01,noun.person,n,baseball player who died of amyotrophic lateral sclerosis (1903-1941),[],,,N
loudmouth,loudmouth.n.01,noun.person,n,a person who causes trouble by speaking indiscreetly,[],person,,N
louis,louis.n.01,noun.person,n,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),[],,,N
louis-hector_berlioz,berlioz.n.01,noun.person,n,French composer of romantic works (1803-1869),[],,,N
louis_agassiz,agassiz.n.01,noun.person,n,United States naturalist (born in Switzerland) who studied fossil fish; recognized geological evidence that ice ages had occurred in North America (1807-1873),[],,,
louis_antoine_de_bougainville,bougainville.n.01,noun.person,n,French explorer who circumnavigated the globe accompanied by scientists (1729-1811),[],,,N
louis_aragon,aragon.n.01,noun.person,n,French writer who generalized surrealism to literature (1897-1982),[],,,
louis_armstrong,armstrong.n.02,noun.person,n,United States pioneering jazz trumpeter and bandleader (1900-1971),[],,,
louis_auchincloss,auchincloss.n.01,noun.person,n,United States writer (born in 1917),[],,,
louis_b._mayer,mayer.n.02,noun.person,n,United States filmmaker (born in Russia) who founded his own film company and later merged with Samuel Goldwyn (1885-1957),[],,,N
louis_bleriot,bleriot.n.01,noun.person,n,French aviator who in 1909 made the first flight across the English Channel (1872-1936),[],,,N
louis_braille,braille.n.01,noun.person,n,French educator who lost his sight at the age of three and who invented a system of writing and printing for sightless people (1809-1852),[],,,N
louis_burt_mayer,mayer.n.02,noun.person,n,United States filmmaker (born in Russia) who founded his own film company and later merged with Samuel Goldwyn (1885-1957),[],,,N
louis_charles_alfred_de_musset,musset.n.01,noun.person,n,French poet and writer (1810-1857),[],,,
louis_comfort_tiffany,tiffany.n.01,noun.person,n,United States artist who developed Tiffany glass (1848-1933),[],,,N
louis_d'outremer,louis_iv.n.01,noun.person,n,king of France (921-954),[],,,M
louis_eugene_felix_neel,neel.n.01,noun.person,n,French physicist noted for research on magnetism (born in 1904),[],,,N
louis_harold_gray,gray.n.06,noun.person,n,English radiobiologist in whose honor the gray (the SI unit of energy for the absorbed dose of radiation) was named (1905-1965),[],,,
louis_henri_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],,,N
louis_henry_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],,,N
louis_i,louis_i.n.01,noun.person,n,third son of Charlemagne and king of France and Germany and Holy Roman Emperor (778-840),[],son,,M
louis_ii,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],,,M
louis_iii,louis_iii.n.01,noun.person,n,son of Louis II and king of the France and Germany (863-882),[],son,,M
louis_isadore_kahn,kahn.n.01,noun.person,n,United States architect (born in Estonia) (1901-1974),[],,,N
louis_iv,louis_iv.n.01,noun.person,n,king of France (921-954),[],,,M
louis_ix,louis_ix.n.01,noun.person,n,king of France and son of Louis VIII; he led two unsuccessful Crusades; considered an ideal medieval king (1214-1270),[],,,M
louis_jacques_mande_daguerre,daguerre.n.01,noun.person,n,"French inventor of the first practical photographic process, the daguerreotype (1789-1851)",[],,,N
louis_joliet,jolliet.n.01,noun.person,n,French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700),[],,,N
louis_jolliet,jolliet.n.01,noun.person,n,French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700),[],,,N
louis_le_begue,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],,,M
louis_le_faineant,louis_v.n.01,noun.person,n,the last Carolingian king of France (967-987),[],,,M
louis_le_hutin,louis_x.n.01,noun.person,n,king of France (1289-1316),[],,,M
louis_leakey,leakey.n.03,noun.person,n,English paleontologist whose account of fossil discoveries in Tanzania changed theories of human evolution (1903-1972),[],,,
louis_pasteur,pasteur.n.01,noun.person,n,French chemist and biologist whose discovery that fermentation is caused by microorganisms resulted in the process of pasteurization (1822-1895),[],,,N
louis_seymour_bazett_leakey,leakey.n.03,noun.person,n,English paleontologist whose account of fossil discoveries in Tanzania changed theories of human evolution (1903-1972),[],,,
louis_stanton_auchincloss,auchincloss.n.01,noun.person,n,United States writer (born in 1917),[],,,
louis_sullivan,sullivan.n.01,noun.person,n,United States architect known for his steel framed skyscrapers and for coining the phrase `form follows function' (1856-1924),[],,,N
louis_the_bruiser,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],,,M
louis_the_far,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],,,M
louis_the_german,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],,,M
louis_the_great,louis_xiv.n.01,noun.person,n,king of France from 1643 to 1715; his long reign was marked by the expansion of French influence in Europe and by the magnificence of his court and the Palace of Versailles (1638-1715),[],,,M
louis_the_pious,louis_i.n.01,noun.person,n,third son of Charlemagne and king of France and Germany and Holy Roman Emperor (778-840),[],son,,M
louis_the_quarreller,louis_x.n.01,noun.person,n,king of France (1289-1316),[],,,M
louis_the_stammerer,louis_ii.n.01,noun.person,n,king of France and Germany (846-879),[],,,M
louis_the_wideawake,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],,,M
louis_untermeyer,untermeyer.n.01,noun.person,n,United States writer (1885-1977),[],,,
louis_v,louis_v.n.01,noun.person,n,the last Carolingian king of France (967-987),[],,,M
louis_vi,louis_vi.n.01,noun.person,n,king of France whose military victories consolidated his reign (1081-1137),[],,,M
louis_victor_de_broglie,broglie.n.01,noun.person,n,French nuclear physicist who generalized the wave-particle duality by proposing that particles of matter exhibit wavelike properties (1892-1987),[],,,N
louis_vii,louis_vii.n.01,noun.person,n,king of France who led the unsuccessful Second Crusade and fought frequent wars with Henry II of England (1120-1180),[],,,M
louis_viii,louis_viii.n.01,noun.person,n,king of France who increased the power of the Crown over the feudal lords (1187-1226),[],,,M
louis_x,louis_x.n.01,noun.person,n,king of France (1289-1316),[],,,M
louis_xi,louis_xi.n.01,noun.person,n,king of France who put down an alliance of unruly nobles and unified France except for Brittany (1423-1483),[],,,M
louis_xii,louis_xii.n.01,noun.person,n,king of France who was popular with his subjects (1462-1515),[],,,M
louis_xiii,louis_xiii.n.01,noun.person,n,king of France from 1610 to 1643 who relied heavily on the advice of Cardinal Richelieu (1601-1643),[],,,M
louis_xiv,louis_xiv.n.01,noun.person,n,king of France from 1643 to 1715; his long reign was marked by the expansion of French influence in Europe and by the magnificence of his court and the Palace of Versailles (1638-1715),[],,,M
louis_xv,louis_xv.n.01,noun.person,n,grandson of Louis XIV and king of France from 1715 to 1774 who led France into the War of the Austrian Succession and the Seven Years' War (1710-1774),[],,,M
louis_xvi,louis_xvi.n.01,noun.person,n,king of France from 1774 to 1792; his failure to grant reforms led to the French Revolution; he and his queen (Marie Antoinette) were guillotined (1754-1793),[],,,M
louisa_may_alcott,alcott.n.01,noun.person,n,United States novelist noted for children's books (1832-1888),[],,,N
louise_nevelson,nevelson.n.01,noun.person,n,United States sculptor (born in Russia) known for massive shapes of painted wood (1899-1988),[],,,N
louisianan,louisianan.n.01,noun.person,n,a native or resident of Louisiana,[],,,
louisianian,louisianan.n.01,noun.person,n,a native or resident of Louisiana,[],,,
lounge_lizard,lounge_lizard.n.01,noun.person,n,a man who idles about in the lounges of hotels and bars in search of women who would support him,[],man,,M
lounger,dallier.n.01,noun.person,n,someone who wastes time,[],someone,,N
loup-garou,werewolf.n.01,noun.person,n,a monster able to change appearance from human to wolf and back again,[],,,
louse,worm.n.02,noun.person,n,a person who has a nasty or unethical character undeserving of respect,[],person,,N
lout,lout.n.01,noun.person,n,an awkward stupid person,[],person,,N
love,beloved.n.01,noun.person,n,a beloved person; used as terms of endearment,[],person,,N
love_child,bastard.n.02,noun.person,n,the illegitimate offspring of unmarried parents,[],,,N
loved_one,loved_one.n.01,noun.person,n,"a person who you love, usually a member of your family",[],person,,N
lovelace,lovelace.n.01,noun.person,n,English poet (1618-1857),[],,,
lovell,lovell.n.01,noun.person,n,English astronomer who pioneered radio astronomy (born in 1913),[],,,
lover,lover.n.01,noun.person,n,a person who loves someone or is loved by someone,[],person,,N
lover,fan.n.03,noun.person,n,an ardent follower and admirer,[],,,N
lover,lover.n.03,noun.person,n,a significant other to whom you are not related by marriage,[],,,
low-birth-weight_baby,low-birth-weight_baby.n.01,noun.person,n,an infant born weighing less than 5.5 pounds (2500 grams) regardless of gestational age,['a low-birth-weight infant is at risk for developing lack of oxygen during labor'],,,
low-birth-weight_infant,low-birth-weight_baby.n.01,noun.person,n,an infant born weighing less than 5.5 pounds (2500 grams) regardless of gestational age,['a low-birth-weight infant is at risk for developing lack of oxygen during labor'],,,
lowell,lowell.n.01,noun.person,n,United States poet (1917-1977),[],,,
lowell,lowell.n.02,noun.person,n,United States astronomer whose studies of Mars led him to conclude that Mars was inhabited (1855-1916),[],,,
lowell,lowell.n.03,noun.person,n,United States poet (1874-1925),[],,,
lowell,lowell.n.04,noun.person,n,United States educator and president of Harvard University (1856-1943),[],,,N
lowell_jackson_thomas,thomas.n.03,noun.person,n,a radio broadcast journalist during World War I and World War II noted for his nightly new broadcast (1892-1981),[],,,
lowell_thomas,thomas.n.03,noun.person,n,a radio broadcast journalist during World War I and World War II noted for his nightly new broadcast (1892-1981),[],,,
lowerclassman,lowerclassman.n.01,noun.person,n,an undergraduate who is not yet a senior,[],,,
lowland_scot,lowlander.n.01,noun.person,n,a native of the Lowlands of Scotland,[],,,N
lowlander,lowlander.n.01,noun.person,n,a native of the Lowlands of Scotland,[],,,N
lowlife,rotter.n.01,noun.person,n,a person who is deemed to be despicable or contemptible,"['only a rotter would do that', 'kill the rat', 'throw the bum out', 'you cowardly little pukes!', ""the British call a contemptible person a `git'""]",person,,N
lowry,lowry.n.01,noun.person,n,English painter (1887-1976),[],,,N
lowry,lowry.n.02,noun.person,n,English novelist (1909-1957),[],,,N
loyalist,loyalist.n.01,noun.person,n,a person who is loyal to their allegiance (especially in times of revolt),[],person,,N
loyola,ignatius_of_loyola.n.01,noun.person,n,Spaniard and Roman Catholic theologian and founder of the Society of Jesus; a leading opponent of the Reformation (1491-1556),[],,,
lozier,lozier.n.01,noun.person,n,United States physician who in 1863 founded a medical school for women (1813-1888),[],,,N
lpn,licensed_practical_nurse.n.01,noun.person,n,a nurse who has enough training to be licensed by a state to provide routine care for the sick,[],,,N
luba,luba.n.01,noun.person,n,a member of a Bantu people in southeastern Congo,[],member,,N
lubavitcher,lubavitcher.n.01,noun.person,n,a member of the Lubavitch movement; a follower of Chabad Hasidism,[],member,,N
lubber,lout.n.01,noun.person,n,an awkward stupid person,[],person,,N
lubber,landlubber.n.02,noun.person,n,an inexperienced sailor; a sailor on the first voyage,[],,,N
lubitsch,lubitsch.n.01,noun.person,n,German filmmaker of sophisticated comedies (1892-1947),[],,,N
lucas,lucas.n.01,noun.person,n,United States screenwriter and filmmaker (born in 1944),[],,,
luce,luce.n.01,noun.person,n,United States publisher of magazines (1898-1967),[],,,N
luce,luce.n.02,noun.person,n,United States playwright and public official (1902-1987),[],,,N
luchino_visconti,visconti.n.01,noun.person,n,Italian filmmaker (1906-1976),[],,,N
luciano_pavarotti,pavarotti.n.01,noun.person,n,Italian tenor (born in 1935),[],,,M
lucifer,satan.n.01,noun.person,n,(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell,[],,,
lucille_ball,ball.n.07,noun.person,n,United States comedienne best known as the star of a popular television program (1911-1989),[],,,F
lucius_annaeus_seneca,seneca.n.01,noun.person,n,Roman statesman and philosopher who was an advisor to Nero; his nine extant tragedies are modeled on Greek tragedies (circa 4 BC - 65 AD),[],,,M
lucius_clay,clay.n.03,noun.person,n,United States general who commanded United States forces in Europe from 1945 to 1949 and who oversaw the Berlin airlift (1897-1978),[],,,N
lucius_cornelius_sulla_felix,sulla.n.02,noun.person,n,Roman general and dictator (138-78 BC),[],,,N
lucius_domitius_ahenobarbus,nero.n.01,noun.person,n,Roman Emperor notorious for his monstrous vice and fantastic luxury (was said to have started a fire that destroyed much of Rome in 64) but the Roman Empire remained prosperous during his rule (37-68),[],,,
lucius_dubignon_clay,clay.n.03,noun.person,n,United States general who commanded United States forces in Europe from 1945 to 1949 and who oversaw the Berlin airlift (1897-1978),[],,,N
lucius_licinius_lucullus,lucullus.n.01,noun.person,n,Roman general famous for self-indulgence and giving lavish banquets (circa 110-57 BC),[],,,
lucius_licinius_luculus,luculus.n.01,noun.person,n,Roman general famous for giving lavish banquets (110-57 BC),[],,,
lucius_quinctius_cincinnatus,cincinnatus.n.01,noun.person,n,Roman statesman regarded as a model of simple virtue; he twice was called to assume dictatorship of Rome and each time retired to his farm (519-438 BC),[],,,M
lucius_tarquinius_superbus,tarquin.n.01,noun.person,n,"according to legend, the seventh and last Etruscan king of Rome who was expelled for his cruelty (reigned from 534 to 510 BC)",[],,,
lucky_lindy,lindbergh.n.01,noun.person,n,United States aviator who in 1927 made the first solo nonstop flight across the Atlantic Ocean (1902-1974),[],,,N
lucretia_coffin_mott,mott.n.01,noun.person,n,United States feminist and suffragist (1793-1880),[],,,
lucretius,lucretius.n.01,noun.person,n,Roman philosopher and poet; in a long didactic poem he tried to provide a scientific explanation of the universe (96-55 BC),[],,,
lucrezia_borgia,borgia.n.02,noun.person,n,Italian noblewoman and patron of the arts (1480-1519),[],,,F
lucullus,lucullus.n.01,noun.person,n,Roman general famous for self-indulgence and giving lavish banquets (circa 110-57 BC),[],,,
luculus,luculus.n.01,noun.person,n,Roman general famous for giving lavish banquets (110-57 BC),[],,,
lucy_craft_laney,laney.n.01,noun.person,n,"United States educator who founded the first private school for Black students in Augusta, Georgia (1854-1933)",[],,,N
lucy_maud_montgomery,montgomery.n.01,noun.person,n,Canadian novelist (1874-1942),[],,,N
lucy_stone,stone.n.09,noun.person,n,United States feminist and suffragist (1818-1893),[],,,
luddite,luddite.n.01,noun.person,n,any opponent of technological progress,[],,,N
luddite,luddite.n.02,noun.person,n,one of the 19th century English workmen who destroyed laborsaving machinery that they thought would cause unemployment,[],one,,N
ludwig_boltzmann,boltzmann.n.01,noun.person,n,Austrian physicist who contributed to the kinetic theory of gases (1844-1906),[],,,N
ludwig_josef_johan_wittgenstein,wittgenstein.n.01,noun.person,n,British philosopher born in Austria; a major influence on logic and logical positivism (1889-1951),[],,,
ludwig_mies_van_der_rohe,mies_van_der_rohe.n.01,noun.person,n,United States architect (born in Germany) who built unornamented steel frame and glass skyscrapers (1886-1969),[],,,N
ludwig_van_beethoven,beethoven.n.01,noun.person,n,German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827),[],,,N
ludwig_wittgenstein,wittgenstein.n.01,noun.person,n,British philosopher born in Austria; a major influence on logic and logical positivism (1889-1951),[],,,
lug,lug.n.01,noun.person,n,ancient Celtic god,[],,,
luger,luger.n.02,noun.person,n,someone who races the luge,[],someone,,N
lugh,lug.n.01,noun.person,n,ancient Celtic god,[],,,
lugosi,lugosi.n.01,noun.person,n,United States film actor (born in Hungary) noted for portraying monsters (1884-1956),[],,,
luigi_barnaba_gregorio_chiaramonti,pius_vii.n.01,noun.person,n,Italian pope from 1800 to 1823 who was humiliated by Napoleon and taken prisoner in 1809; he concluded a concordat with Napoleon and crowned him emperor of France; he returned to Rome in 1814 (1740-1823),[],,,N
luigi_cherubini,cherubini.n.01,noun.person,n,Italian composer of church music and operas (1760-1842),[],,,N
luigi_galvani,galvani.n.01,noun.person,n,Italian physiologist noted for his discovery that frogs' muscles contracted in an electric field (which led to the galvanic cell) (1737-1798),[],,,
luigi_pirandello,pirandello.n.01,noun.person,n,Italian novelist and playwright (1867-1936),[],,,N
luis_bunuel,bunuel.n.01,noun.person,n,Spanish film director (1900-1983),[],,,N
luis_de_gongora_y_argote,gongora.n.01,noun.person,n,a Spanish poet whose work was characterized by an affected elegance of style (1561-1627),[],,,
luke,luke.n.01,noun.person,n,(New Testament) the Apostle closely associated with St. Paul and traditionally assumed to be the author of the third Gospel,[],,,
lulli,lully.n.02,noun.person,n,French composer (born in Italy) who was the court composer to Louis XIV and founded the national French opera (1632-1687),[],,,N
lully,lully.n.01,noun.person,n,Spanish philosopher (1235-1315),[],,,
lully,lully.n.02,noun.person,n,French composer (born in Italy) who was the court composer to Louis XIV and founded the national French opera (1632-1687),[],,,N
lulu,smasher.n.02,noun.person,n,a very attractive or seductive looking woman,[],woman,,F
lumberjack,lumberman.n.01,noun.person,n,a person who fells trees,[],person,,N
lumberman,lumberman.n.01,noun.person,n,a person who fells trees,[],person,,N
luminary,luminary.n.01,noun.person,n,a celebrity who is an inspiration to others,['he was host to a large gathering of luminaries'],,,N
lummox,lout.n.01,noun.person,n,an awkward stupid person,[],person,,N
lump,lout.n.01,noun.person,n,an awkward stupid person,[],person,,N
lumper,stevedore.n.01,noun.person,n,a laborer who loads and unloads vessels in a port,[],,,N
lumper,lumper.n.02,noun.person,n,a taxonomist who classifies organisms into large groups on the basis of major characteristics,[],,,
luna,luna.n.01,noun.person,n,(Roman mythology) the goddess of the Moon; counterpart of Greek Selene,[],,,
luncher,luncher.n.01,noun.person,n,someone who is eating lunch,[],someone,,N
lunger,lunger.n.01,noun.person,n,someone who moves forward suddenly (as in fencing),[],someone,,N
lunger,consumptive.n.01,noun.person,n,a person with pulmonary tuberculosis,[],person,,N
lunkhead,dunce.n.01,noun.person,n,a stupid person; these words are used to express a low opinion of someone's intelligence,[],person,,N
lunt,lunt.n.01,noun.person,n,United States actor who performed with his wife Lynn Fontanne in many stage productions (1893-1977),[],,,
lurcher,lurker.n.01,noun.person,n,someone waiting in concealment,[],someone,,N
lurker,lurker.n.01,noun.person,n,someone waiting in concealment,[],someone,,N
lusus_naturae,freak.n.01,noun.person,n,a person or animal that is markedly unusual or deformed,[],person,,N
lutanist,lutist.n.01,noun.person,n,a musician who plays the lute,[],,,N
lutenist,lutist.n.01,noun.person,n,a musician who plays the lute,[],,,N
luther,luther.n.01,noun.person,n,German theologian who led the Reformation; believed that salvation is granted on the basis of faith rather than deeds (1483-1546),[],,,N
luther_burbank,burbank.n.01,noun.person,n,United States horticulturist who developed many new varieties of fruits and vegetables and flowers (1849-1926),[],,,N
luthier,luthier.n.01,noun.person,n,a craftsman who makes stringed instruments (as lutes or guitars or violins),[],,,N
lutist,lutist.n.01,noun.person,n,a musician who plays the lute,[],,,N
lutyens,lutyens.n.01,noun.person,n,English architect who planned the city of New Delhi (1869-1944),[],,,N
luxembourger,luxemburger.n.01,noun.person,n,a native or inhabitant of Luxembourg,[],,,
lycanthrope,werewolf.n.01,noun.person,n,a monster able to change appearance from human to wolf and back again,[],,,
lydia_kamekeha_paki_liliuokalani,liliuokalani.n.01,noun.person,n,queen of the Hawaiian islands (1838-1917),[],,,F
lyly,lyly.n.01,noun.person,n,English writer noted for his elaborate style (1554-1606),[],,,
lyman_frank_brown,baum.n.01,noun.person,n,United States writer of children's books (1856-1919),[],,,
lyndon_baines_johnson,johnson.n.02,noun.person,n,36th President of the United States; was elected vice president and succeeded Kennedy when Kennedy was assassinated (1908-1973),[],,,
lyndon_johnson,johnson.n.02,noun.person,n,36th President of the United States; was elected vice president and succeeded Kennedy when Kennedy was assassinated (1908-1973),[],,,
lynn_fontanne,fontanne.n.01,noun.person,n,United States actress (born in England) who married Alfred Lunt and performed with him in many plays (1887-1983),[],,,F
lyricist,lyricist.n.01,noun.person,n,a person who writes the words for songs,[],person,,N
lyrist,lyricist.n.01,noun.person,n,a person who writes the words for songs,[],person,,N
lysander,lysander.n.01,noun.person,n,Spartan general who defeated the Athenians in the final battle of the Peloponnesian War (died in 395 BC),[],,,N
lysenko,lysenko.n.01,noun.person,n,Soviet geneticist whose adherence to Lamarck's theory of evolution was favored by Stalin (1898-1976),[],,,
lysimachus,lysimachus.n.01,noun.person,n,Macedonian general under Alexander the Great; with Seleucus he defeated Antigonus and Demetrius at the battle of Ipsus (circa 355-281 BC),[],,,N
lysippus,lysippus.n.01,noun.person,n,Greek sculptor (4th century BC),[],,,N
lytton,lytton.n.01,noun.person,n,English writer of historical romances (1803-1873),[],,,
lytton_strachey,strachey.n.01,noun.person,n,English biographer and leading member of the Bloomsbury Group (1880-1932),[],,,N
m._j._schleiden,schleiden.n.01,noun.person,n,German physiologist and histologist who in 1838 formulated the cell theory (1804-1881),[],,,
ma,ma.n.01,noun.person,n,informal terms for a mother,[],,,
ma'am,dame.n.02,noun.person,n,a woman of refinement,['a chauffeur opened the door of the limousine for the grand lady'],woman,,F
macaroni,macaroni.n.01,noun.person,n,a British dandy in the 18th century who affected Continental mannerisms,['Yankee Doodle stuck a feather in his cap and called it macaroni'],,,M
macarthur,macarthur.n.01,noun.person,n,United States general who served as chief of staff and commanded Allied forces in the South Pacific during World War II; he accepted the surrender of Japan (1880-1964),[],,,N
macaulay,macaulay.n.01,noun.person,n,English historian noted for his history of England (1800-1859),[],,,N
macbeth,macbeth.n.01,noun.person,n,king of Scotland (died in 1057),[],,,M
macdowell,macdowell.n.01,noun.person,n,United States composer best remembered as a composer of works for the piano (1860-1908),[],,,N
mace,macebearer.n.01,noun.person,n,an official who carries a mace of office,[],,,N
macebearer,macebearer.n.01,noun.person,n,an official who carries a mace of office,[],,,N
macer,macebearer.n.01,noun.person,n,an official who carries a mace of office,[],,,N
macgregor,macgregor.n.01,noun.person,n,Scottish clan leader and outlaw who was the subject of a 1817 novel by Sir Walter Scott (1671-1734),[],,,N
mach,mach.n.01,noun.person,n,Austrian physicist and philosopher who introduced the Mach number and who founded logical positivism (1838-1916),[],,,N
machiavelli,machiavelli.n.01,noun.person,n,a statesman of Florence who advocated a strong central government (1469-1527),[],,,M
machinator,conspirator.n.01,noun.person,n,a member of a conspiracy,[],member,,N
machine,machine.n.02,noun.person,n,an efficient person,['the boxer was a magnificent fighting machine'],person,,N
machine_gunner,artilleryman.n.01,noun.person,n,a serviceman in the artillery,[],,,N
machine_politician,machine_politician.n.01,noun.person,n,a politician who belongs to a small clique that controls a political party for private rather than public ends,[],,,N
machinist,machinist.n.01,noun.person,n,a craftsman skilled in operating machine tools,[],,,N
macho-man,stud.n.01,noun.person,n,a man who is virile and sexually active,[],man,,M
mack_sennett,sennett.n.01,noun.person,n,United States filmmaker (born in Canada) noted for slapstick movies (1880-1960),[],,,N
mackem,mackem.n.01,noun.person,n,a native of Sunderland,[],,,N
mackenzie,mackenzie.n.01,noun.person,n,Canadian explorer (born in England) who explored the Mackenzie River and who was first to cross North America by land north of Mexico (1764-1820),[],,,N
macleish,macleish.n.01,noun.person,n,United States poet (1892-1982),[],,,
macleod,macleod.n.01,noun.person,n,Scottish physiologist who directed the research by F. G. Banting and C. H. Best that led to the discovery of insulin (1876-1935),[],,,
macroeconomic_expert,macroeconomist.n.01,noun.person,n,an economist who specializes in macroeconomics,[],,,N
macroeconomist,macroeconomist.n.01,noun.person,n,an economist who specializes in macroeconomics,[],,,N
macushla,macushla.n.01,noun.person,n,(an Irish term of address expressing affection) darling,[],,,
mad_anthony_wayne,wayne.n.02,noun.person,n,American general during the American Revolution (1745-1796),[],,,N
madam,dame.n.02,noun.person,n,a woman of refinement,['a chauffeur opened the door of the limousine for the grand lady'],,,F
madam,madam.n.02,noun.person,n,a woman who runs a house of prostitution,[],,,F
madame,madame.n.01,noun.person,n,title used for a married Frenchwoman,[],,,
madame_curie,curie.n.03,noun.person,n,French chemist (born in Poland) who won two Nobel prizes; one (with her husband and Henri Becquerel) for research on radioactivity and another for her discovery of radium and polonium (1867-1934),[],,,N
madame_de_maintenon,maintenon.n.01,noun.person,n,French consort of Louis XIV who secretly married the king after the death of his first wife (1635-1719),[],,,M
madame_de_stael,stael.n.01,noun.person,n,French romantic writer (1766-1817),[],,,
madame_tussaud,tussaud.n.01,noun.person,n,French modeler (resident in England after 1802) who made wax death masks of prominent victims of the French Revolution and toured Britain with her wax models; in 1835 she opened a permanent waxworks exhibition in London (1761-1850),[],,,N
madison,madison.n.01,noun.person,n,4th President of the United States; member of the Continental Congress and rapporteur at the Constitutional Convention in 1776; helped frame the Bill of Rights (1751-1836),[],,,
madman,lunatic.n.01,noun.person,n,an insane person,[],person,,N
madonna,mary.n.01,noun.person,n,the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,[],mother,,F
madonna,madonna.n.02,noun.person,n,United States pop singer and sex symbol during the 1980s (born in 1958),[],,,
madonna_louise_ciccone,madonna.n.02,noun.person,n,United States pop singer and sex symbol during the 1980s (born in 1958),[],,,
madrigalist,madrigalist.n.01,noun.person,n,a singer of madrigals,[],,,N
madwoman,madwoman.n.01,noun.person,n,a woman lunatic,[],woman,,F
mae_west,west.n.06,noun.person,n,United States film actress (1892-1980),[],,,F
maenad,maenad.n.01,noun.person,n,an unnaturally frenzied or distraught woman,[],woman,,F
maenad,maenad.n.02,noun.person,n,(Greek mythology) a woman participant in the orgiastic rites of Dionysus,[],,,
maestro,maestro.n.01,noun.person,n,an artist of consummate skill,"['a master of the violin', 'one of the old masters']",,,N
maeterlinck,maeterlinck.n.01,noun.person,n,Belgian playwright (1862-1949),[],,,N
maffeo_barberini,urban_viii.n.01,noun.person,n,Italian pope from 1623 to 1644 who sanctioned the condemnation of Galileo but later freed him (1568-1644),[],,,N
mafioso,mafioso.n.01,noun.person,n,a member of the Sicilian Mafia,[],member,,N
mafioso,mafioso.n.02,noun.person,n,a member of the Mafia crime syndicate in the United States,[],member,,N
magdalen,magdalen.n.01,noun.person,n,a reformed prostitute,[],,,F
magellan,magellan.n.01,noun.person,n,Portuguese navigator in the service of Spain; he commanded an expedition that was the first to circumnavigate the world (1480-1521),[],,,
magi,magus.n.01,noun.person,n,a magician or sorcerer of ancient times,[],,,N
magi,magus.n.02,noun.person,n,a member of the Zoroastrian priesthood of the ancient Persians,[],member,,N
magician,magician.n.01,noun.person,n,someone who performs magic tricks to amuse an audience,[],someone,,N
magician,sorcerer.n.01,noun.person,n,one who practices magic or sorcery,[],one,,N
maginot,maginot.n.01,noun.person,n,French politician who proposed the Maginot Line (1877-1932),[],,,N
magistrate,magistrate.n.01,noun.person,n,a lay judge or civil authority who administers the law (especially one who conducts a court dealing with minor offenses),[],,,
magna_mater,cybele.n.01,noun.person,n,great nature goddess of ancient Phrygia in Asia Minor; counterpart of Greek Rhea and Roman Ops,[],goddess,,F
magnate,baron.n.03,noun.person,n,a very wealthy or powerful businessman,['an oil baron'],,,N
magnifico,magnifico.n.01,noun.person,n,a person of distinguished rank or appearance,[],person,,N
